Origin_airport,Destination_airport,Total_Passengers,Total_Flights,Total_Seats,Seat_Utilization,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long,Usage_Category
ELP,DFW,6145656,73164,9332688,0.6585086740283185,31.80719948,-106.3779984,32.896800994873,-97.0380020141602,Sovra-Utilizzata
PHX,TUS,6134617,96355,11193207,0.5480660725741962,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,Sotto-Utilizzata
IAD,BOS,6130446,85365,9968070,0.6150083215707755,38.94449997,-77.45580292,42.36429977,-71.00520325,Sotto-Utilizzata
BOS,SFO,6129554,46892,8720622,0.7028803679370577,42.36429977,-71.00520325,37.6189994812012,-122.375,Sovra-Utilizzata
IAH,AUS,6121567,69610,9392133,0.6517760129674484,29.9843997955322,-95.3414001464844,30.1944999694824,-97.6698989868164,Sovra-Utilizzata
PHX,OAK,6107310,69604,8935027,0.6835245153707985,33.4342994689941,-112.012001037598,37.7212982177734,-122.221000671387,Sovra-Utilizzata
FLL,DFW,6106272,51760,7980407,0.765157967507171,26.0725994110107,-80.152702331543,32.896800994873,-97.0380020141602,Sovra-Utilizzata
SLC,ORD,6105550,64380,8718953,0.7002618318965591,40.7883987426758,-111.977996826172,41.97859955,-87.90480042,Sovra-Utilizzata
ATL,CVG,6097949,64661,9884306,0.6169324381499318,33.6366996765137,-84.4281005859375,39.0488014221,-84.6678009033,Sotto-Utilizzata
DCA,MIA,6084819,61944,9002495,0.6759036244952094,38.8521,-77.037697,25.7931995391846,-80.2906036376953,Sovra-Utilizzata
SAN,LAX,6069917,215721,11427173,0.5311827343473315,32.7336006165,-117.190002441,33.94250107,-118.4079971,Sotto-Utilizzata
PBI,EWR,6056114,48376,7767779,0.7796455074223919,26.6832008361816,-80.0955963134766,40.6925010681152,-74.168701171875,Sovra-Utilizzata
DTW,EWR,6054941,89370,10365338,0.58415277919543,42.2123985290527,-83.353401184082,40.6925010681152,-74.168701171875,Sotto-Utilizzata
SNA,SFO,6054350,78475,9965898,0.6075067194145475,33.67570114,-117.8679962,37.6189994812012,-122.375,Sotto-Utilizzata
EWR,DTW,6046208,90142,10481338,0.5768545962357096,40.6925010681152,-74.168701171875,42.2123985290527,-83.353401184082,Sotto-Utilizzata
EWR,PBI,6043437,48513,7790111,0.7757831692000281,40.6925010681152,-74.168701171875,26.6832008361816,-80.0955963134766,Sovra-Utilizzata
MCO,IAD,6042379,59153,8214689,0.7355578525249099,28.4293994903564,-81.3089981079102,38.94449997,-77.45580292,Sovra-Utilizzata
DTW,BOS,6030793,55171,9225509,0.653708429529471,42.2123985290527,-83.353401184082,42.36429977,-71.00520325,Sovra-Utilizzata
ATL,BHM,6024808,66428,9443384,0.6379924823559012,33.6366996765137,-84.4281005859375,33.56290054,-86.75350189,Sovra-Utilizzata
FLL,TPA,6020150,78588,9796135,0.6145433887956832,26.0725994110107,-80.152702331543,27.9755001068115,-82.533203125,Sotto-Utilizzata
SJC,PHX,6014132,69475,9073345,0.6628351506528187,37.3625984191895,-121.929000854492,33.4342994689941,-112.012001037598,Sovra-Utilizzata
ORD,IAD,5998067,63873,9768263,0.6140361904670257,41.97859955,-87.90480042,38.94449997,-77.45580292,Sotto-Utilizzata
ORD,SLC,5971650,63429,8472742,0.7048072513007005,41.97859955,-87.90480042,40.7883987426758,-111.977996826172,Sovra-Utilizzata
SFO,SNA,5967006,77338,9958170,0.5992070832291475,37.6189994812012,-122.375,33.67570114,-117.8679962,Sotto-Utilizzata
CLT,BOS,5957560,59634,8557959,0.696142619986845,35.2140007019043,-80.9430999755859,42.36429977,-71.00520325,Sovra-Utilizzata
HOU,SAT,5949427,77707,10237962,0.5811143858514028,29.64539909,-95.27890015,29.5337009429932,-98.4698028564453,Sotto-Utilizzata
BOS,DTW,5946204,54899,9313242,0.6384676786021452,42.36429977,-71.00520325,42.2123985290527,-83.353401184082,Sovra-Utilizzata
ATL,BNA,5945218,69330,9171611,0.6482195984980175,33.6366996765137,-84.4281005859375,36.1245002746582,-86.6781997680664,Sovra-Utilizzata
ORD,CMH,5923942,93463,8503266,0.6966666690187041,41.97859955,-87.90480042,39.9980010986328,-82.8918991088867,Sovra-Utilizzata
TPA,FLL,5920169,78846,9779549,0.6053621695642611,27.9755001068115,-82.533203125,26.0725994110107,-80.152702331543,Sotto-Utilizzata
DFW,FLL,5918809,52928,8133143,0.7277394483288933,32.896800994873,-97.0380020141602,26.0725994110107,-80.152702331543,Sovra-Utilizzata
SJC,DFW,5902050,58334,8520926,0.6926535918748737,37.3625984191895,-121.929000854492,32.896800994873,-97.0380020141602,Sovra-Utilizzata
BNA,ATL,5878400,67924,8979926,0.6546156393716385,36.1245002746582,-86.6781997680664,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
OGG,LAX,5870916,31888,7264169,0.8082020118199342,20.8985996246338,-156.429992675781,33.94250107,-118.4079971,Sovra-Utilizzata
BOS,CLT,5864956,57059,8136633,0.7208087178074764,42.36429977,-71.00520325,35.2140007019043,-80.9430999755859,Sovra-Utilizzata
CMH,ORD,5859922,92653,8453361,0.6932061697116685,39.9980010986328,-82.8918991088867,41.97859955,-87.90480042,Sovra-Utilizzata
CLT,BWI,5846045,62008,8357253,0.6995175328543961,35.2140007019043,-80.9430999755859,39.17539978,-76.66829681,Sovra-Utilizzata
DFW,TUS,5812778,62295,8421683,0.6902157205394693,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,Sovra-Utilizzata
CVG,SLC,5810619,36131,7184323,0.8087914477119138,39.0488014221,-84.6678009033,40.7883987426758,-111.977996826172,Sovra-Utilizzata
ATL,PNS,5802727,68183,8307168,0.6985204825519359,33.6366996765137,-84.4281005859375,30.473400115967,-87.186599731445,Sovra-Utilizzata
TPA,PHL,5793118,54416,7697170,0.7526296028280524,27.9755001068115,-82.533203125,39.871898651123,-75.241096496582,Sovra-Utilizzata
CLT,TPA,5781956,50259,7400058,0.7813392813948214,35.2140007019043,-80.9430999755859,27.9755001068115,-82.533203125,Sovra-Utilizzata
BWI,CLT,5767310,60803,8187753,0.7043825088519402,39.17539978,-76.66829681,35.2140007019043,-80.9430999755859,Sovra-Utilizzata
ORD,RDU,5767149,68452,8254855,0.6986372262141491,41.97859955,-87.90480042,35.8776016235352,-78.7874984741211,Sovra-Utilizzata
RDU,ORD,5762896,69136,8348010,0.6903317077962293,35.8776016235352,-78.7874984741211,41.97859955,-87.90480042,Sovra-Utilizzata
TPA,CLT,5753260,50664,7410619,0.7763535002946448,27.9755001068115,-82.533203125,35.2140007019043,-80.9430999755859,Sovra-Utilizzata
AUS,HOU,5751756,76056,9945222,0.5783436508506296,30.1944999694824,-97.6698989868164,29.64539909,-95.27890015,Sotto-Utilizzata
SJC,ORD,5749315,59387,8366501,0.6871827302715914,37.3625984191895,-121.929000854492,41.97859955,-87.90480042,Sovra-Utilizzata
MCO,IAH,5746508,42895,7241250,0.7935795615397894,28.4293994903564,-81.3089981079102,29.9843997955322,-95.3414001464844,Sovra-Utilizzata
PNS,ATL,5733450,67792,8308146,0.6900998128824409,30.473400115967,-87.186599731445,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
MIA,BOS,5725039,40514,7830690,0.7311027508431569,25.7931995391846,-80.2906036376953,42.36429977,-71.00520325,Sovra-Utilizzata
BOS,MIA,5704675,40423,7808076,0.7306121251893553,42.36429977,-71.00520325,25.7931995391846,-80.2906036376953,Sovra-Utilizzata
STL,LAX,5694380,42041,7781070,0.7318248004451829,38.7486991882324,-90.370002746582,33.94250107,-118.4079971,Sovra-Utilizzata
SAT,HOU,5675328,82545,10743641,0.5282499666546937,29.5337009429932,-98.4698028564453,29.64539909,-95.27890015,Sotto-Utilizzata
TPA,ORD,5671031,48870,7275607,0.7794581263116603,27.9755001068115,-82.533203125,41.97859955,-87.90480042,Sovra-Utilizzata
IAH,MCO,5670267,42981,7213171,0.7860990679411316,29.9843997955322,-95.3414001464844,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
ORD,TPA,5664231,49673,7381611,0.7673434701449318,41.97859955,-87.90480042,27.9755001068115,-82.533203125,Sovra-Utilizzata
ORD,SJC,5649674,56351,7900537,0.715099998898809,41.97859955,-87.90480042,37.3625984191895,-121.929000854492,Sovra-Utilizzata
SEA,ATL,5647483,33579,7279640,0.7757915226577139,47.4490013122559,-122.30899810791,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
PHX,PDX,5641041,59242,7998923,0.7052250659245001,33.4342994689941,-112.012001037598,45.58869934,-122.5979996,Sovra-Utilizzata
PIT,CLT,5620298,64017,8520669,0.6596075965396614,40.49150085,-80.23290253,35.2140007019043,-80.9430999755859,Sovra-Utilizzata
SLC,CVG,5617984,36117,7126066,0.7883710310850335,40.7883987426758,-111.977996826172,39.0488014221,-84.6678009033,Sovra-Utilizzata
LAX,SAN,5616254,214712,11367155,0.4940773658844275,33.94250107,-118.4079971,32.7336006165,-117.190002441,Sotto-Utilizzata
CLT,EWR,5616182,79020,8484457,0.6619377056186388,35.2140007019043,-80.9430999755859,40.6925010681152,-74.168701171875,Sovra-Utilizzata
MDW,CLE,5613091,79537,8906024,0.630257789559067,41.7859992980957,-87.7524032592773,41.4117012024,-81.8498001099,Sotto-Utilizzata
LAX,STL,5598080,41984,7763418,0.7210844501738796,33.94250107,-118.4079971,38.7486991882324,-90.370002746582,Sovra-Utilizzata
CLE,MDW,5591116,79315,8853676,0.6315022144474227,41.4117012024,-81.8498001099,41.7859992980957,-87.7524032592773,Sotto-Utilizzata
TUS,DFW,5582456,60995,8239916,0.6774894307174976,32.1161003112793,-110.94100189209,32.896800994873,-97.0380020141602,Sovra-Utilizzata
PHL,TPA,5576499,53907,7536790,0.7399037255913989,39.871898651123,-75.241096496582,27.9755001068115,-82.533203125,Sovra-Utilizzata
EWR,CLT,5564430,78195,8250445,0.6744399847523376,40.6925010681152,-74.168701171875,35.2140007019043,-80.9430999755859,Sovra-Utilizzata
SJC,PDX,5559256,71505,9375916,0.5929293735140119,37.3625984191895,-121.929000854492,45.58869934,-122.5979996,Sotto-Utilizzata
PDX,PHX,5550580,58869,7958810,0.697413306763197,45.58869934,-122.5979996,33.4342994689941,-112.012001037598,Sovra-Utilizzata
PHX,SMF,5547409,59616,7848189,0.706839374026288,33.4342994689941,-112.012001037598,38.6954002380371,-121.591003417969,Sovra-Utilizzata
MSP,MKE,5546185,61432,8752654,0.6336575169085856,44.8819999695,-93.2218017578,42.9472007751465,-87.896598815918,Sovra-Utilizzata
BWI,CLE,5537867,71916,8602030,0.643786059802163,39.17539978,-76.66829681,41.4117012024,-81.8498001099,Sovra-Utilizzata
CLT,PIT,5536376,62953,8350496,0.662999658942415,35.2140007019043,-80.9430999755859,40.49150085,-80.23290253,Sovra-Utilizzata
SLC,PDX,5531845,51108,8053045,0.6869258771061133,40.7883987426758,-111.977996826172,45.58869934,-122.5979996,Sovra-Utilizzata
PDX,SJC,5531596,71791,9429354,0.5866357334765457,45.58869934,-122.5979996,37.3625984191895,-121.929000854492,Sotto-Utilizzata
RDU,DFW,5528084,55629,7578674,0.7294262822229852,35.8776016235352,-78.7874984741211,32.896800994873,-97.0380020141602,Sovra-Utilizzata
GSO,ATL,5510253,73583,8534143,0.6456715103086508,36.0978012084961,-79.9373016357422,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
CLE,BWI,5498405,72050,8608079,0.6387493655669285,41.4117012024,-81.8498001099,39.17539978,-76.66829681,Sovra-Utilizzata
DFW,CLT,5492278,67179,8444029,0.6504333417140088,32.896800994873,-97.0380020141602,35.2140007019043,-80.9430999755859,Sovra-Utilizzata
LAX,PHL,5480615,46790,7664431,0.7150713471097855,33.94250107,-118.4079971,39.871898651123,-75.241096496582,Sovra-Utilizzata
CLT,DFW,5480376,66781,8378259,0.6541187136850269,35.2140007019043,-80.9430999755859,32.896800994873,-97.0380020141602,Sovra-Utilizzata
FLL,PHL,5473375,49735,7148919,0.7656227465998705,26.0725994110107,-80.152702331543,39.871898651123,-75.241096496582,Sovra-Utilizzata
EWR,TPA,5465152,47571,7138276,0.7656123131131383,40.6925010681152,-74.168701171875,27.9755001068115,-82.533203125,Sovra-Utilizzata
TPA,EWR,5453156,47358,7068671,0.7714542097092933,27.9755001068115,-82.533203125,40.6925010681152,-74.168701171875,Sovra-Utilizzata
MKE,MSP,5448987,59960,8396281,0.6489762550824585,42.9472007751465,-87.896598815918,44.8819999695,-93.2218017578,Sovra-Utilizzata
PHL,FLL,5448899,49942,7192362,0.757595210029751,39.871898651123,-75.241096496582,26.0725994110107,-80.152702331543,Sovra-Utilizzata
TPA,DTW,5448462,43557,6583358,0.8276113800890063,27.9755001068115,-82.533203125,42.2123985290527,-83.353401184082,Sovra-Utilizzata
DTW,PHL,5447688,80489,9072806,0.6004413629036045,42.2123985290527,-83.353401184082,39.871898651123,-75.241096496582,Sotto-Utilizzata
SMF,PHX,5447665,58919,7760108,0.702008915339838,38.6954002380371,-121.591003417969,33.4342994689941,-112.012001037598,Sovra-Utilizzata
MCO,PIT,5433479,48111,6877463,0.7900411823371496,28.4293994903564,-81.3089981079102,40.49150085,-80.23290253,Sovra-Utilizzata
OAK,PDX,5425119,69389,9050167,0.5994496013167492,37.7212982177734,-122.221000671387,45.58869934,-122.5979996,Sotto-Utilizzata
DTW,DCA,5423106,66809,8880898,0.6106483826297746,42.2123985290527,-83.353401184082,38.8521,-77.037697,Sotto-Utilizzata
STL,MCO,5416276,47895,7357283,0.7361788312343022,38.7486991882324,-90.370002746582,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
DTW,TPA,5412457,43655,6704622,0.8072725054447514,42.2123985290527,-83.353401184082,27.9755001068115,-82.533203125,Sovra-Utilizzata
ATL,GSO,5412408,73849,8556242,0.6325683635409096,33.6366996765137,-84.4281005859375,36.0978012084961,-79.9373016357422,Sovra-Utilizzata
PIT,MCO,5410880,47397,6839950,0.791070110161624,40.49150085,-80.23290253,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
SMF,SEA,5399119,59529,8101136,0.6664644316550172,38.6954002380371,-121.591003417969,47.4490013122559,-122.30899810791,Sovra-Utilizzata
HNL,SEA,5393448,23105,6389711,0.8440832457054787,21.3187007904053,-157.921997070312,47.4490013122559,-122.30899810791,Sovra-Utilizzata
MCO,STL,5391226,48181,7394921,0.7290444346869966,28.4293994903564,-81.3089981079102,38.7486991882324,-90.370002746582,Sovra-Utilizzata
DFW,RDU,5370115,57013,7717660,0.6958216609697758,32.896800994873,-97.0380020141602,35.8776016235352,-78.7874984741211,Sovra-Utilizzata
IAH,MIA,5356427,59584,8453389,0.6336425544831783,29.9843997955322,-95.3414001464844,25.7931995391846,-80.2906036376953,Sovra-Utilizzata
SEA,SMF,5329281,59300,8063669,0.6609002676077106,47.4490013122559,-122.30899810791,38.6954002380371,-121.591003417969,Sovra-Utilizzata
MCI,PHX,5322432,55839,7393784,0.7198522434520673,39.2976,-94.713898,33.4342994689941,-112.012001037598,Sovra-Utilizzata
MIA,IAH,5317479,59413,8432098,0.6306234818428343,25.7931995391846,-80.2906036376953,29.9843997955322,-95.3414001464844,Sotto-Utilizzata
ATL,BDL,5315703,42461,7152759,0.7431681956570884,33.6366996765137,-84.4281005859375,41.9388999939,-72.6831970215,Sovra-Utilizzata
PHL,DTW,5300852,79533,8876744,0.5971617521018968,39.871898651123,-75.241096496582,42.2123985290527,-83.353401184082,Sotto-Utilizzata
PDX,OAK,5289804,69126,9011482,0.5870071093744625,45.58869934,-122.5979996,37.7212982177734,-122.221000671387,Sotto-Utilizzata
HOU,AUS,5289159,74978,9779286,0.540853289289218,29.64539909,-95.27890015,30.1944999694824,-97.6698989868164,Sotto-Utilizzata
MCO,MSP,5281080,36628,6520135,0.8099648243479621,28.4293994903564,-81.3089981079102,44.8819999695,-93.2218017578,Sovra-Utilizzata
BDL,ATL,5264873,44225,7495094,0.7024425577584484,41.9388999939,-72.6831970215,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
TUS,LAX,5259512,65183,7657953,0.6868039017737507,32.1161003112793,-110.94100189209,33.94250107,-118.4079971,Sovra-Utilizzata
MEM,MSP,5251580,53665,7522046,0.698158453165535,35.0424003601074,-89.9766998291016,44.8819999695,-93.2218017578,Sovra-Utilizzata
MSP,MCO,5248929,36558,6448354,0.8139951683794034,44.8819999695,-93.2218017578,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
LAS,EWR,5246883,36090,6274330,0.8362459417977697,36.08010101,-115.1520004,40.6925010681152,-74.168701171875,Sovra-Utilizzata
RIC,ATL,5224537,58786,7677498,0.6804999493324518,37.505199432373,-77.3197021484375,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
PHX,MCI,5220529,55989,7379492,0.7074374496239036,33.4342994689941,-112.012001037598,39.2976,-94.713898,Sovra-Utilizzata
SLC,SFO,5217456,64436,7930210,0.6579215430612808,40.7883987426758,-111.977996826172,37.6189994812012,-122.375,Sovra-Utilizzata
DCA,DTW,5214129,64013,8377606,0.6223889020323945,38.8521,-77.037697,42.2123985290527,-83.353401184082,Sotto-Utilizzata
CLT,DCA,5198092,62585,8104270,0.6414016314856242,35.2140007019043,-80.9430999755859,38.8521,-77.037697,Sovra-Utilizzata
LAX,TUS,5194220,64680,7578431,0.685395169527835,33.94250107,-118.4079971,32.1161003112793,-110.94100189209,Sovra-Utilizzata
SEA,HNL,5192250,22804,6289584,0.825531545488541,47.4490013122559,-122.30899810791,21.3187007904053,-157.921997070312,Sovra-Utilizzata
EWR,LAS,5186611,36223,6328967,0.8195035619556872,40.6925010681152,-74.168701171875,36.08010101,-115.1520004,Sovra-Utilizzata
DAY,ATL,5161093,59476,7326153,0.7044751863631568,39.902400970459,-84.2193984985352,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
MSP,BOS,5158076,42242,7923544,0.6509809246973324,44.8819999695,-93.2218017578,42.36429977,-71.00520325,Sovra-Utilizzata
LGA,IAH,5156508,56275,7483391,0.6890603471073474,40.77719879,-73.87259674,29.9843997955322,-95.3414001464844,Sovra-Utilizzata
DCA,CLT,5154436,62746,8188165,0.6294983063970987,38.8521,-77.037697,35.2140007019043,-80.9430999755859,Sotto-Utilizzata
PHL,LAX,5137337,43959,7365749,0.6974629464023279,39.871898651123,-75.241096496582,33.94250107,-118.4079971,Sovra-Utilizzata
CLT,FLL,5132734,43481,6536695,0.7852185240400539,35.2140007019043,-80.9430999755859,26.0725994110107,-80.152702331543,Sovra-Utilizzata
BOS,MSP,5115141,41677,7668444,0.6670376676154902,42.36429977,-71.00520325,44.8819999695,-93.2218017578,Sovra-Utilizzata
ANC,FAI,5108712,89721,9831127,0.5196466285096307,61.1744003295898,-149.996002197266,64.81510162,-147.8560028,Sotto-Utilizzata
IAH,LGA,5100500,56140,7477158,0.6821442050575901,29.9843997955322,-95.3414001464844,40.77719879,-73.87259674,Sovra-Utilizzata
LAS,MDW,5098633,43926,6603492,0.7721116342686567,36.08010101,-115.1520004,41.7859992980957,-87.7524032592773,Sovra-Utilizzata
HOU,STL,5097286,65047,8247979,0.6180042407964423,29.64539909,-95.27890015,38.7486991882324,-90.370002746582,Sotto-Utilizzata
PDX,SLC,5096547,48049,7191215,0.7087184849848044,45.58869934,-122.5979996,40.7883987426758,-111.977996826172,Sovra-Utilizzata
SFO,SLC,5094563,65136,7859662,0.6481911054190371,37.6189994812012,-122.375,40.7883987426758,-111.977996826172,Sovra-Utilizzata
STL,HOU,5094500,65654,8295342,0.6141398389602261,38.7486991882324,-90.370002746582,29.64539909,-95.27890015,Sotto-Utilizzata
MDW,LAS,5076450,43472,6514683,0.7792320823591877,41.7859992980957,-87.7524032592773,36.08010101,-115.1520004,Sovra-Utilizzata
FLL,MCO,5065310,69639,8510783,0.5951638057273931,26.0725994110107,-80.152702331543,28.4293994903564,-81.3089981079102,Sotto-Utilizzata
FLL,CLT,5054283,42822,6455932,0.7828897516268759,26.0725994110107,-80.152702331543,35.2140007019043,-80.9430999755859,Sovra-Utilizzata
ATL,DAY,5048530,57270,7027402,0.7184063185797539,33.6366996765137,-84.4281005859375,39.902400970459,-84.2193984985352,Sovra-Utilizzata
BUF,ORD,5047321,71130,7529188,0.6703672427889966,42.94049835,-78.73220062,41.97859955,-87.90480042,Sovra-Utilizzata
ATL,MDW,5034829,66352,7460470,0.6748675351552919,33.6366996765137,-84.4281005859375,41.7859992980957,-87.7524032592773,Sovra-Utilizzata
MSP,MEM,5030696,53549,7423402,0.6776806644716263,44.8819999695,-93.2218017578,35.0424003601074,-89.9766998291016,Sovra-Utilizzata
BWI,DFW,5024311,45190,6602114,0.7610154868576944,39.17539978,-76.66829681,32.896800994873,-97.0380020141602,Sovra-Utilizzata
FAI,ANC,5022268,87697,9719345,0.5167290594170698,64.81510162,-147.8560028,61.1744003295898,-149.996002197266,Sotto-Utilizzata
MDW,ATL,5017709,66120,7423897,0.6758861282692904,41.7859992980957,-87.7524032592773,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
STL,MSP,5008780,94184,8876077,0.5643010983343204,38.7486991882324,-90.370002746582,44.8819999695,-93.2218017578,Sotto-Utilizzata
ATL,RIC,5007123,56049,7244815,0.691131933665663,33.6366996765137,-84.4281005859375,37.505199432373,-77.3197021484375,Sovra-Utilizzata
ORD,BUF,5002381,71608,7599708,0.6582333163326801,41.97859955,-87.90480042,42.94049835,-78.73220062,Sovra-Utilizzata
DFW,BWI,5002019,45980,6719218,0.7444346946326195,32.896800994873,-97.0380020141602,39.17539978,-76.66829681,Sovra-Utilizzata
MSP,STL,4999119,94214,8961305,0.5578561381405944,44.8819999695,-93.2218017578,38.7486991882324,-90.370002746582,Sotto-Utilizzata
ATL,CMH,4986709,52191,7278039,0.6851720635187583,33.6366996765137,-84.4281005859375,39.9980010986328,-82.8918991088867,Sovra-Utilizzata
SEA,RNO,4974938,53114,7117348,0.6989876004376911,47.4490013122559,-122.30899810791,39.4990997314453,-119.767997741699,Sovra-Utilizzata
LAS,SMF,4949930,50575,6741522,0.7342451749026406,36.08010101,-115.1520004,38.6954002380371,-121.591003417969,Sovra-Utilizzata
LIT,DFW,4929564,83817,7516515,0.6558310600058671,34.7294006348,-92.2242965698,32.896800994873,-97.0380020141602,Sovra-Utilizzata
ATL,IND,4921973,54533,6884996,0.714883930215791,33.6366996765137,-84.4281005859375,39.7173,-86.294403,Sovra-Utilizzata
RNO,SEA,4899846,53003,7095760,0.6905315286875543,39.4990997314453,-119.767997741699,47.4490013122559,-122.30899810791,Sovra-Utilizzata
MCO,FLL,4888363,70564,8502107,0.5749590072202102,28.4293994903564,-81.3089981079102,26.0725994110107,-80.152702331543,Sotto-Utilizzata
DFW,LIT,4878670,83838,7499739,0.6505119711499293,32.896800994873,-97.0380020141602,34.7294006348,-92.2242965698,Sovra-Utilizzata
BOS,JFK,4872666,111267,8653090,0.5631128302144089,42.36429977,-71.00520325,40.63980103,-73.77890015,Sotto-Utilizzata
LAX,MCO,4865546,34743,6353217,0.7658397312731487,33.94250107,-118.4079971,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
BWI,BOS,4861513,76600,7663015,0.6344125647672619,39.17539978,-76.66829681,42.36429977,-71.00520325,Sovra-Utilizzata
SAN,ATL,4855636,32205,6228388,0.7795975459460779,32.7336006165,-117.190002441,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
SMF,LAS,4855535,50452,6722758,0.7222534263467464,38.6954002380371,-121.591003417969,36.08010101,-115.1520004,Sovra-Utilizzata
JFK,BOS,4820386,110247,8496167,0.567360081316669,40.63980103,-73.77890015,42.36429977,-71.00520325,Sotto-Utilizzata
BOS,BWI,4818744,76658,7682623,0.627226404315297,42.36429977,-71.00520325,39.17539978,-76.66829681,Sotto-Utilizzata
ORD,OMA,4810636,67073,7154062,0.6724342059098734,41.97859955,-87.90480042,41.3031997680664,-95.8940963745117,Sovra-Utilizzata
DTW,MEM,4809788,51840,6740809,0.7135327525227313,42.2123985290527,-83.353401184082,35.0424003601074,-89.9766998291016,Sovra-Utilizzata
MKE,ORD,4806713,108593,8426044,0.5704590434134927,42.9472007751465,-87.896598815918,41.97859955,-87.90480042,Sotto-Utilizzata
PHX,AUS,4803017,52692,6641879,0.7231412978164763,33.4342994689941,-112.012001037598,30.1944999694824,-97.6698989868164,Sovra-Utilizzata
STL,BWI,4799158,50183,6598037,0.7273614864542287,38.7486991882324,-90.370002746582,39.17539978,-76.66829681,Sovra-Utilizzata
PHX,EWR,4793137,41404,6235164,0.7687266926740018,33.4342994689941,-112.012001037598,40.6925010681152,-74.168701171875,Sovra-Utilizzata
BWI,STL,4783459,50061,6564418,0.7286950648176274,39.17539978,-76.66829681,38.7486991882324,-90.370002746582,Sovra-Utilizzata
EWR,PHX,4770991,42065,6297734,0.7575726443828844,40.6925010681152,-74.168701171875,33.4342994689941,-112.012001037598,Sovra-Utilizzata
MEM,DTW,4761146,50276,6717761,0.7087400102504391,35.0424003601074,-89.9766998291016,42.2123985290527,-83.353401184082,Sovra-Utilizzata
LGA,MSP,4743884,49223,7517922,0.6310100051583403,40.77719879,-73.87259674,44.8819999695,-93.2218017578,Sotto-Utilizzata
DCA,MSP,4741835,47875,7003519,0.6770646299381782,38.8521,-77.037697,44.8819999695,-93.2218017578,Sovra-Utilizzata
MSP,DCA,4717088,46480,6737347,0.7001402777680888,44.8819999695,-93.2218017578,38.8521,-77.037697,Sovra-Utilizzata
LGA,PIT,4714777,62067,7255661,0.6498066819825237,40.77719879,-73.87259674,40.49150085,-80.23290253,Sovra-Utilizzata
ATL,SEA,4712982,27971,6044906,0.7796617515640442,33.6366996765137,-84.4281005859375,47.4490013122559,-122.30899810791,Sovra-Utilizzata
IND,ATL,4712936,54220,6860862,0.6869305926864584,39.7173,-86.294403,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
MIA,PHL,4712080,47416,6829111,0.6899990350134886,25.7931995391846,-80.2906036376953,39.871898651123,-75.241096496582,Sovra-Utilizzata
ORD,BNA,4710341,71031,6521117,0.7223211912928414,41.97859955,-87.90480042,36.1245002746582,-86.6781997680664,Sovra-Utilizzata
OMA,ORD,4704732,63798,6736582,0.6983856204823158,41.3031997680664,-95.8940963745117,41.97859955,-87.90480042,Sovra-Utilizzata
SNA,LAS,4668797,58722,7893657,0.591461853485653,33.67570114,-117.8679962,36.08010101,-115.1520004,Sotto-Utilizzata
SEA,SAN,4665791,44158,6249595,0.7465749380559861,47.4490013122559,-122.30899810791,32.7336006165,-117.190002441,Sovra-Utilizzata
SFO,OGG,4663464,20852,5553515,0.8397319535465376,37.6189994812012,-122.375,20.8985996246338,-156.429992675781,Sovra-Utilizzata
MDW,MCO,4658744,41691,6435026,0.7239666164518993,41.7859992980957,-87.7524032592773,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
MCO,LAX,4653701,34729,6284050,0.7405576021833054,28.4293994903564,-81.3089981079102,33.94250107,-118.4079971,Sovra-Utilizzata
TYS,ATL,4649669,59178,6987714,0.6654063117065181,35.81100082,-83.9940033,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
DAL,LBB,4645176,62370,8060922,0.5762586463434332,32.8470993041992,-96.8517990112305,33.6636009216309,-101.822998046875,Sotto-Utilizzata
PHL,MIA,4633379,47339,6788509,0.6825326445026441,39.871898651123,-75.241096496582,25.7931995391846,-80.2906036376953,Sovra-Utilizzata
ORD,MKE,4629144,108040,8293117,0.5581910878623804,41.97859955,-87.90480042,42.9472007751465,-87.896598815918,Sotto-Utilizzata
CLT,MIA,4627703,48453,6073980,0.7618897329263514,35.2140007019043,-80.9430999755859,25.7931995391846,-80.2906036376953,Sovra-Utilizzata
LBB,DAL,4622398,55730,7242344,0.6382461258399215,33.6636009216309,-101.822998046875,32.8470993041992,-96.8517990112305,Sovra-Utilizzata
